id,year,Source,PageNumber,BeginningWords,Date,Length,FrontPage,Description,subissue,issue
19542,1973,NYT Index 1973,989,S Bronx area,5/23/1973,9,0,"S Bronx area residents deny charge that they seek to bar reopening of Tunnel discotheque in Concourse plaza Hotel because patrons are mostly balck, area tenants com meeting.",201,2
19545,1973,NYT Index 1973,995,Mass Sup Judicial,11/22/1973,9,0,Mass Sup Judicial Ct upholds lower ct order that compels reporter Gallese(Wall St Journal) to disclose her sources in connection with libel suit involving name of Stoneham official whom G quoted.,207,2
19581,1973,NYT Index 1973,1067,Pressure from Harvard,10/19/1973,9,0,Pressure from Harvard Black Law Students Assn   resulted in cancellation of debate between CORE dir Lnnis& Nobel Laureate Dr. Shockley on intelligence and dysgenics;S claims dysgenics are race related,201,2
19646,1973,NYT Index 1973,1199,article discusses job,3/4/1973,9,0,EEOC;cites landmark case involving milion-dollar settlement by AT&T for alleged discrimination against women and minority males; article notes for fiscal yr ened June 30.,202,2
19648,1973,NYT Index 1973,1203,personnel dirs for,1/11/1973,9,0,personnel dirs for some of NYC's largest employers testify at NYC Human Rights Comm hearing on employment of former addicts; express recognition of soc obligation to employ former addicts also fear.,200,2
19773,1973,NYT Index 1973,1453,Hartford Police Dept,6/20/1973,9,0,"Hartford Police Dept draws up new code that requires policemen to be more considerate of rights and feelings of citizens, expecially blacks and Spanish-speaking people.",201,2
19820,1973,NYT Index 1973,1547,White House trascript,3/3/1973,9,0,"White House transcript of Pres Nixon's  Mar 2 news conf, in which Nixon says he intends to continue to aid blacks even though he did not receive many black votes in '72 presidential election",201,2
19821,1973,NYT Index 1973,1549,First black women's,12/2/1973,9,0,"First black women's liberation conf, which is being held in NYC  is sponsored by Natl Black Feminist Orgn; key speaker is Repr S Chisholm, Mrs H Norton, NYC Human Rights Comr.",202,2
19840,1973,NYT Index 1973,1587,CUNY Women's Coalition,12/22/1973,9,0,"CUNY Women's Coalition files sex-bias suit against univ in Fed ct, charging that it discriminates against women in employment.",202,2
19874,1973,NYT Index 1973,1655,NYS Human Rights Comr,10/29/1973,9,0,NYS Human Rights Comr J M Sable receives Man of Year award from NYC Police Dept's Shomrim Soc for his 'outstanding' decisons concerning discrimination,201,2
19909,1973,NYT Index 1973,1725,Fed grand jury,2/16/1973,9,0,Fed grand jury refuses to indict newsman Whitten and Indian activists Adams and Collins on charges o fillegal possession of stolen documents;action leaves unresolved question on 1st Amendment,207,2
19911,1973,NYT Index 1973,1729,Trenton magistrate S,3/16/1973,9,0,"Trenton magistrate dismisses charges against Rank & File, volunteer community newspaper, declaring that paper's const right to free press overrides police charges on its distribution on sts",207,2
19915,1973,NYT Index 1973,1737,The Las Vegas,6/12/1973,9,0,The Las Vegas Sun publisher Greenspun begins legal battle to prevent IRS from seizing documents he has concerning financial dealings of Hughes;files motion in US Dist Ct .,207,2
20018,1973,NYT Index 1973,1947,Contempt proceedings against,10/21/1973,9,0,Contempt proceedings against Chicago Seven are scheduled for Oct 29. (presidential election of 1968).,209,2
20069,1973,NYT Index 1973,2049,Named 58th recipient,4/25/1973,9,0,Wilson Riles (Supt) is named 58th recipient of Springarm Medal by NAACP.,201,2
20192,1973,NYT Index 1973,2295,"W S Heide,",2/19/1973,9,0,"W S Heide, pres of Natl Orgn for Women, suggests possible 'dramatic actions' orgn may take against textbook publishers.",202,2
20205,1973,NYT Index 1973,2321,Top women's track,1/9/1973,9,0,Top women's track and field coach Thompson charges promoters of major indoor track meets in US are discriminating against women athletes & contributing to problem facing sport in internatl competition,202,2
20225,1973,NYT Index 1973,2361,Virgin Islands of,8/25/1973,9,0,"Virgin Islands of the US: partical cause of recent violence in island is native resentment of predominantly white, lucrative tourist industry from which they have been excluded.",200,2
20227,1973,NYT Index 1973,2365,Equal Employment Opportunity,8/30/1973,9,0,EEOC on Aug 29 announces that it has filed lawsuits alleging unlawful discrimination in hiring minorities against Red Arrow trucking co.,201,2
20426,1973,NYT Index 1973,2763,US Sup Ct,6/5/1973,9,0,US Sup Ct sends back to Fed Dist Ct for revision 2 NY abortion cases brought be welfare mothers who argued that their pregnancies should be terminated at NYS expense under Medicare program,20081,2
20450,1974,NYT Index 1974,1,"women's lobby, small",5/21/1974,2,0,Women's Lobby challenges US Cath. Conf. lobbying activities  on abortion in District Ct.,20081,2
20455,1974,NYT Index 1974,13,Full-page ad,4/29/1974,9,0,TDK Electronics ad indicates that recording indust. has not recd message about sex stereotyping,202,2
20536,1974,NYT Index 1974,173,Fed Dist Ct Judge,4/21/1974,1,0,Age discrim. trial against Ford Motor Co. to begin in Fed Dist Ct in 60 days.,204,2
20565,1974,NYT Index 1974,233,Appeal filed by,1/7/1974,1,0,Legal Aid Soc appeal delays sterilization of retarded girl; St Louis (MO) Cou Cir Ct Judge authorized surgery; AL law allowing steril. of ment. ret. persons was declared unconstit. by Fed panel of Jdg,205,2
20604,1974,NYT Index 1974,311,US Supr Ct,1/16/1974,2,0,"US Supr Ct rules that Cairo, IL blacks cannot seek injunction against local judges and prosecutors to halt alleged racist conspiracy involving bail bonds, sentences and fines",201,2
20653,1974,NYT Index 1974,409,Michael J Malbin,4/12/1974,9,0,article holds that Supr Ct should decide for Marco DeFunis in reverse-discrimination case,201,2
20765,1974,NYT Index 1974,633,Rev James E,7/31/1974,1,0,"Rev Groppi & others picket Eagles convention in  Milwaukee, demonstrating against organization's exclusion of blacks",201,2
20778,1974,NYT Index 1974,661,Mass Sen Edward,9/11/1974,2,0,Mass Sen Brooke says colleague Sen Kennedy deserves apology for being chased off the platform at anti-busing rally in Boston; opposes Const amendment to prohibit busing,201,2
20779,1974,NYT Index 1974,663,Pres Ford defends,10/21/1974,1,0,"Pres Ford defends refusal to intervene in Boston school desegregation controversy, contending it is a matter for judges to decide",201,2
20780,1974,NYT Index 1974,665,excerpts from Chief,7/26/1974,3,0,excerpts from Chief Justice Burger's majority opinion for US Sup Ct reversing lower cts on desegregation plan involving busing in Detroit,201,2
20798,1974,NYT Index 1974,701,US Senate approves,7/25/1974,2,0,US senate approves education bill containing compromise provision limiting busing of children for school desegregation purposes,201,2
21043,1974,NYT Index 1974,1195,US Sup Ct,1/9/1974,3,1,US Supreme Court rules that grand juries may use illegally obtained evidence as basis for questioning witnesses w/o violating their constitutional rights,208,2
21058,1974,NYT Index 1974,1225,"Dale Reusch, Ku",12/16/1974,9,0,Ku Klux Klan's proposed '76 Pres candidate repts that govs bd voted to allow Catholics and immigrants to join,200,2
21211,1974,NYT Index 1974,1529,"Gaye, Marvin:  Teddy",8/23/1974,2,0,concert promoter accuses Jersey City Municipal Council of racism after revoking permission for Marvin Gaye concert;,201,2
21226,1974,NYT Index 1974,1559,NJ Bell Telephone,3/29/1974,1,0,"NJ Bell Telephone disconnects phone service to Natl Socialist White People's Party, which had been offering recorded hate messages against Jews and blacks",201,2
21228,1974,NYT Index 1974,1563,369th Veterans Assn,5/6/1974,1,0,369th Veterans Assn holds parade to honor the late Rev Dr Martin L King Jr in NYC; Assn is named for predominantly black WWII regiment,201,2
21433,1974,NYT Index 1974,1975,US Supr Ct vacates,12/24/1974,1,0,US Supr Ct vacates lower ct ruling that NJ's anti-obscenity law is unconstitutional,207,2
21547,1974,NYT Index 1974,2203,West Indian Methodist,10/12/1974,1,0,World Council of Churches head takes issue with the Pope's recent strictures against violence and revolution by recalling oppression of blacks in US and S Africa,201,2
21679,1974,NYT Index 1974,2467,HR Dem Caucus,12/5/1974,1,1,HR Dem Caucus agrees to 2 proposals that forbid Reprs to discriminate against minorities in employment of staff aides,201,2
21723,1974,NYT Index 1974,2555,"Pres Nixon, in",1/31/1974,1,1,"Pres Nixon, in State of Union Address, promises Cabinet-level rev of measures necessary to protect right to privacy",208,2
21740,1974,NYT Index 1974,2589,Thomas C Southerland,3/13/1974,9,0,letter contends that George Mason's ownership of slaves is irrelevant to his belief that slavery was 'evil' and 'detestable trade'; says Mason was believer in civil rights and refused to sign Constitution b/c it did not  address subject of slavery,201,2
21846,1974,NYT Index 1974,2801,NJ and Fed agencies,6/17/1974,2,0,"NJ and Fed agencies probe whether 3 lawyers were illegally bugged by Fed agents; trial to begin in Fed Dist Ct in Trenton, NJ",208,2
21861,1975,NYT Index 1975,5,Maggie Scarf article,10/19/1975,3,0,"article on controversy surrrounding the use of human fetuses in med experimntation and research, in light of their availability as result of '73 Sup Ct abortion decision.",20081,2
21891,1975,NYT Index 1975,65,Southern Poverty Law,12/10/1975,2,0,A law suit maintaing  Ala's minimum height and weight standards for law enforcement personnel violate const guarantee of due process under law,200,2
21931,1975,NYT Index 1975,145,ed on confusion,6/5/1975,9,0,ed on confusion of guidelines against sex discrimination in school and coll sports,202,2
21939,1975,NYT Index 1975,161,NJ Atty Gen,2/5/1975,1,0,NJ Atty Gen office rule young bachelor charged with higher rate of ins than married man of same age has no ground for civil-rights complaints,200,2
21971,1975,NYT Index 1975,225,Calif Judge Lyle,2/16/1975,1,0,Calif Judge order City of Berkerly to promote 8 white firemen who were passed over in favor of minority race candidates,201,2
22046,1975,NYT Index 1975,385,Book black Child,5/30/1975,2,0,"Book, black Child Care, guides black parents in helping child unable to cope with his blackness, advice in book cited.",201,2
22064,1975,NYT Index 1975,421,US Justice Dept,1/21/1975,2,0,US Justice Dept charges students and faculties of Miss's 25 states colls are racially segregated illegally.,201,2
22067,1975,NYT Index 1975,427,Repr Patsy T,7/18/1975,1,0,"Repr Mink misses crucial vote, on measure preventing enforcement of portions of new school sex discrimination rules, when she leave the House floor upon hearing her daughter had an accident.",202,2
22182,1975,NYT Index 1975,659,school desegregation efforts,9/7/1975,1,0,"school desegregation efforts calling for busing of students betwn city and suburban schools, revd; gen peaceful exch noted, some violence necessitated calling up the Natl Guard.",201,2
22183,1975,NYT Index 1975,661,separate pro- and,5/19/1975,2,0,"separate pro- and anti-busing rallies held in Boston by NAACP and antibusing orgn ROAR; spkeakers inclu councilwoman, city councilor, boston school Com, etc. ct mentioned",201,2
22205,1975,NYT Index 1975,705,attempts by minority,1/13/1975,1,0,"attempt by minority group to break out of inner city segregation into suburb with help of Fed cts , shifts from immediate goal of balanced school to underlying problem of housing discrimination",201,2
22268,1975,NYT Index 1975,831,"Sally Gutierrez,",10/12/1975,1,0,"Sally Guitierrex,, from a hs in NM,  filed suit in state dist ct to have NM regulations struck down because it allegedly keeps her from playing contact sports with members of the opposite sex,",202,2
22332,1975,NYT Index 1975,963,list of 22,5/3/1975,1,0,list of 22 states that have passed laws granting eqaul job opportunity to handicaped,205,2
22365,1975,NYT Index 1975,1029,rush Methodist ch,1/13/1975,2,0,Rush Methodist Ch holds service dedicated to Jan 15 birthday of Martin Luther King; congregation donate $779 to MRs Spencer to rpair their home resulting from bombing;NYC comr of Human rights mention,201,2
22444,1975,NYT Index 1975,1191,46th birthday of,1/16/1975,3,0,"46th birthday of slain civil rights worker Martin Luther King is observed throughout the nation; NYC hss and univs, Mayor, SCLC mentioned",201,2
22455,1975,NYT Index 1975,1213,Fed Civil rights,9/17/1975,2,0,Fed Civil rights Comm rept charges that Bur of Indian Affairs failed to enforce prefernetial hiring program on Navajo reservation. Equal employment Opportunity Comm mentioned,201,2
22489,1975,NYT Index 1975,1281,Lions clubs natl,4/27/1975,1,0,"Lions Clubs natl hq spokeman repts Century City, Calif, chapter will lose charter for admitting 6 women as memebers.",202,2
22577,1975,NYT Index 1975,1457,US Gen Acctg,7/24/1975,1,0,US Gen Acctg Office recommends revision of Nation's Fed revenue-sharing program to provide for strict enforcement of antidiscrimination laws,201,2
22578,1975,NYT Index 1975,1459,US Repr Charles,1/6/1975,1,0,"US Repr CBR says that blacks, Puerto Ricans and Jews should not be divided by nations' econ crisis. speech at gathering sponsored by Ministerial Interfaith Assn",200,2
22619,1975,NYT Index 1975,1541,Rev Jesse L,1/5/1975,2,0,"Rev Jesse JaCKSON, LEADER OF CIVIL RIGHTS ORG push, INT ON PLAN OF '75",201,2
22620,1975,NYT Index 1975,1543,Article on conflict,11/16/1975,3,0,articel on conflict betw ethnic Amers and blacks;,201,2
22621,1975,NYT Index 1975,1545,Jonathan Kozol discusses,10/20/1975,9,0,"articel discuss oldes sec of south Boston, noe inhabited largely by blacks",200,2
